id,graph_density,graph_diameter,clustering_coeff,spectral_gap,assortativity,cliques,motifs,components,min_degree,max_degree,B0,B1,B2
104,1.6666666666666667,2,0.9305555555555556,23.99999999999998,-0.22140233835371803,7,"nan, nan, 86, 75",1,20,60,16,0,0
105,1.8300653594771241,2,0.9321895424836603,7.105427357601002e-14,-0.2455084944167925,9,"nan, nan, 166, 139",1,20,68,18,0,0
106,2.5413105413105415,2,0.8903390279534071,2.5579538487363607e-13,-0.11481035410068549,18,"nan, nan, 687, 1061",1,32,104,27,0,0
107,2.2564102564102564,2,0.8877788877788878,2.842170943040401e-14,-0.29650092081031254,7,"nan, nan, 80, 71",1,20,48,13,0,0
108,1.575757575757576,2,0.9487179487179486,31.999999999999915,-0.16552817760429478,9,"nan, nan, 176, 196",1,28,84,22,0,0
109,0.8698412698412697,2,0.908982683982684,90.58825647786776,-0.17751250056308837,8,"nan, nan, 611, 251",1,16,140,36,0,0
110,2.1714285714285713,2,0.9648351648351648,24.0,-0.03906250000000158,9,"nan, nan, 48, 119",1,24,56,15,0,0
111,4.0,1,1.0,4.263256414560601e-14,,17,"nan, nan, 0, 680",1,64,64,17,0,0
112,1.5,2,0.9583333333333331,40.00000000000006,-0.18194622279129294,7,"nan, nan, 85, 75",1,20,64,17,0,0
113,1.5438596491228072,2,0.9638802889576883,43.99999999999991,-0.15173025732031975,8,"nan, nan, 105, 122",1,16,72,19,0,0
114,2.358974358974359,2,0.9627039627039627,15.999999999999986,0.13749999999999996,9,"nan, nan, 32, 94",1,16,48,13,0,0
115,3.604395604395604,2,0.9340659340659342,2.842170943040401e-14,-0.2615384615384643,11,"nan, nan, 72, 274",1,40,52,14,0,0
116,1.3333333333333335,2,0.9220512820512821,31.999999999999982,-0.2758935824532898,5,"nan, nan, 76, 34",1,12,56,15,0,0
117,4.0,1,1.0,0.0,,20,"nan, nan, 0, 1140",1,76,76,20,0,0
118,2.2,2,0.9678571428571429,23.999999999999908,0.059829059829059436,10,"nan, nan, 54, 155",1,24,60,16,0,0
119,1.263157894736842,2,0.9201533244876899,32.000000000000064,-0.24137931034482726,7,"nan, nan, 144, 71",1,16,72,19,0,0
120,3.3846153846153846,2,0.9160839160839161,2.842170943040401e-14,-0.28333333333333355,10,"nan, nan, 72, 184",1,32,48,13,0,0
121,1.2763532763532763,2,0.922263826708271,43.950234673584205,-0.1450567606005639,10,"nan, nan, 310, 244",1,16,104,27,0,0
122,4.0,1,1.0,1.4210854715202004e-14,,18,"nan, nan, 0, 816",1,68,68,18,0,0
123,1.2576923076923077,2,0.858520980848485,3.410605131648481e-13,-0.17084542834337887,20,"nan, nan, 5833, 3465",1,28,256,65,0,0
124,1.5384615384615385,2,0.9487179487179487,32.000000000000014,-0.22540509259259262,6,"nan, nan, 56, 40",1,16,52,14,0,0
125,2.205128205128205,2,0.9592074592074591,19.999999999999986,-0.05306122448979596,8,"nan, nan, 35, 76",1,20,48,13,0,0
126,2.3030303030303028,2,0.9575757575757576,15.999999999999979,0.03686635944700303,8,"nan, nan, 28, 66",1,16,44,12,0,0
127,1.4666666666666666,2,0.9666666666666667,51.999999999999744,-0.14621087314662365,8,"nan, nan, 133, 147",1,24,80,21,0,0
128,1.3870967741935485,2,0.9088247605888735,2.4158453015843406e-13,-0.20929127725856647,12,"nan, nan, 738, 478",1,24,124,32,0,0
129,0.7629233511586453,2,0.9090155759273406,87.76937573726008,-0.2048808172531215,7,"nan, nan, 519, 148",1,16,132,34,0,0
130,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
131,1.6666666666666667,2,0.9208333333333332,31.999999999999915,-0.158513527450239,8,"nan, nan, 76, 81",1,12,60,16,0,0
132,1.3071895424836601,2,0.9026338313103017,35.85860096719138,-0.23186344238975776,6,"nan, nan, 122, 61",1,16,68,18,0,0
133,1.4857142857142858,2,0.945375343119704,46.42503581166011,-0.14635599835489072,8,"nan, nan, 143, 148",1,24,80,21,0,0
134,2.5454545454545454,2,0.8955266955266955,4.973799150320701e-14,-0.23900000000000055,7,"nan, nan, 56, 72",1,24,44,12,0,0
135,1.5999999999999999,2,0.8794552669552669,11.999999999999972,-0.27747100845601974,8,"nan, nan, 236, 141",1,12,76,20,0,0
136,2.1333333333333333,2,0.9641025641025641,27.99999999999997,-0.14285714285714285,8,"nan, nan, 49, 112",1,28,56,15,0,0
137,1.365079365079365,2,0.8788048552754437,2.842170943040401e-14,-0.31157118810232814,8,"nan, nan, 659, 278",1,24,108,28,0,0
138,4.0,1,1.0,2.842170943040401e-14,,15,"nan, nan, 0, 455",1,56,56,15,0,0
139,2.0915032679738563,2,0.9479575163398692,27.999999999999957,-0.022667369530838102,10,"nan, nan, 91, 197",1,28,68,18,0,0
140,1.9705882352941178,2,0.8998599439775911,7.105427357601002e-14,-0.25660218671152313,9,"nan, nan, 156, 134",1,16,64,17,0,0
141,0.9644268774703556,2,0.96386222473179,67.99999999999999,-0.22911677320608617,6,"nan, nan, 192, 74",1,12,88,23,0,0
142,2.3030303030303028,2,0.9575757575757576,15.999999999999986,0.03686635944700303,8,"nan, nan, 28, 66",1,16,44,12,0,0
143,3.393939393939394,2,0.9071789321789322,1.4210854715202004e-14,-0.2813232253618093,9,"nan, nan, 58, 141",1,28,44,12,0,0
144,2.727272727272727,2,0.9001262626262627,7.25618362557239,0.0890688259109299,9,"nan, nan, 42, 94",1,12,44,12,0,0
145,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
146,3.393939393939394,2,0.9242424242424243,7.105427357601002e-15,-0.253998720409477,10,"nan, nan, 50, 145",1,24,44,12,0,0
147,0.8201680672268907,2,0.8792457589096246,91.84133693689452,-0.19478330302089347,8,"nan, nan, 559, 200",1,12,136,35,0,0
148,2.813186813186813,2,0.9505494505494505,7.815970093361102e-14,0.026615969581749048,11,"nan, nan, 54, 175",1,16,52,14,0,0
149,1.1294117647058823,2,0.9670513053706332,91.99999999999994,-0.09803322568444281,12,"nan, nan, 441, 453",1,28,136,35,0,0
150,1.8974358974358976,2,0.9082584082584083,20.000000000000014,-0.2454584312887377,6,"nan, nan, 53, 49",1,16,48,13,0,0
151,1.8901098901098903,2,0.9274725274725275,11.999999999999964,-0.16991398981920294,8,"nan, nan, 66, 70",1,12,52,14,0,0
152,1.5438596491228072,2,0.9175143741707209,37.99192599102434,-0.155909142021815,8,"nan, nan, 125, 113",1,20,72,19,0,0
153,1.1428571428571428,2,0.9180062593855697,59.32280563490512,-0.14550073488419274,10,"nan, nan, 351, 239",1,20,112,29,0,0
154,0.6998577524893315,2,0.9630472577840998,116.00000000000051,-0.18849653241712785,9,"nan, nan, 588, 200",1,16,148,38,0,0
155,4.0,1,1.0,2.842170943040401e-14,,15,"nan, nan, 0, 455",1,56,56,15,0,0
156,1.5333333333333334,2,0.9559523809523809,36.000000000000064,-0.18752414737803322,7,"nan, nan, 74, 65",1,16,60,16,0,0
157,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
158,1.5019762845849802,2,0.8332614245657726,31.816966753360155,-0.14055044646025366,9,"nan, nan, 295, 199",1,12,88,23,0,0
159,2.1818181818181817,2,0.9545454545454546,19.99999999999999,-0.14782608695652188,7,"nan, nan, 30, 55",1,20,44,12,0,0
160,4.0,1,1.0,2.842170943040401e-14,,15,"nan, nan, 0, 455",1,56,56,15,0,0
161,0.4040920716112532,2,0.9719516532548559,240.00000000000114,-0.17414509240660542,9,"nan, nan, 2127, 403",1,16,272,69,0,0
162,2.1538461538461537,2,0.9580419580419579,23.999999999999925,-0.1666666666666656,7,"nan, nan, 36, 70",1,24,48,13,0,0
163,0.9118279569892473,2,0.9432144422133298,60.0000000000003,-0.20832442764032308,8,"nan, nan, 439, 175",1,16,120,31,0,0
164,2.4175824175824174,2,0.967032967032967,15.999999999999964,0.22113289760348295,10,"nan, nan, 36, 130",1,16,52,14,0,0
165,1.0753968253968254,2,0.8549730078827417,91.61171240252997,-0.15451327425533676,18,"nan, nan, 4195, 2493",1,16,252,64,0,0
166,2.1818181818181817,2,0.9545454545454546,19.999999999999943,-0.14782608695652188,7,"nan, nan, 30, 55",1,20,44,12,0,0
167,4.0,1,1.0,1.4210854715202004e-14,,18,"nan, nan, 0, 816",1,68,68,18,0,0
168,2.795698924731183,2,0.9164442983836395,1.5631940186722204e-13,-0.17829136852527058,20,"nan, nan, 1042, 1944",1,68,120,31,0,0
169,2.3823529411764706,2,0.9730392156862744,19.99999999999993,0.3069518716577519,12,"nan, nan, 55, 240",1,20,64,17,0,0
170,2.3238095238095235,2,0.9381359381359381,15.622033651125044,0.13583789115036304,10,"nan, nan, 56, 141",1,20,56,15,0,0
171,1.4736842105263157,2,0.8497528081861926,7.950963631068674,-0.23975456978464535,13,"nan, nan, 1597, 872",1,24,148,38,0,0
172,1.1534391534391535,2,0.9488196988196987,68.0000000000002,-0.14241964049901334,9,"nan, nan, 293, 219",1,20,108,28,0,0
173,1.1764705882352942,2,0.9529411764705882,47.99999999999998,-0.25000000000000033,5,"nan, nan, 96, 40",1,16,64,17,0,0
174,2.3030303030303028,2,0.9575757575757576,15.999999999999986,0.03686635944700303,8,"nan, nan, 28, 66",1,16,44,12,0,0
175,1.2941176470588236,2,0.9296918767507002,36.00000000000004,-0.24691261732054132,6,"nan, nan, 101, 50",1,16,64,17,0,0
176,3.264705882352941,2,0.9029392176450999,0.0,-0.2350420636167572,12,"nan, nan, 181, 402",1,40,64,17,0,0
177,2.1538461538461537,2,0.9615384615384616,24.000000000000014,-0.12345679012345893,8,"nan, nan, 42, 91",1,24,52,14,0,0
178,2.848484848484848,2,0.8898268398268397,8.526512829121202e-14,-0.2637126263712578,8,"nan, nan, 64, 93",1,24,44,12,0,0
179,2.681318681318681,2,0.9055991627420198,3.552713678800501e-14,-0.06216721830479244,10,"nan, nan, 78, 145",1,20,52,14,0,0
180,2.205128205128205,2,0.9592074592074591,19.99999999999997,-0.05306122448979596,8,"nan, nan, 35, 76",1,20,48,13,0,0
181,4.0,1,1.0,2.842170943040401e-14,,15,"nan, nan, 0, 455",1,56,56,15,0,0
182,2.5217391304347827,2,0.983201581027668,23.999999999999744,0.5301162381120137,18,"nan, nan, 102, 851",1,24,92,24,0,0
183,2.857142857142857,2,0.956043956043956,1.4210854715202004e-14,0.07142857142857252,12,"nan, nan, 60, 230",1,16,56,15,0,0
184,1.1873015873015873,2,0.9544451191510015,82.93825144596592,-0.08703193125135122,13,"nan, nan, 491, 559",1,20,140,36,0,0
185,1.567251461988304,2,0.9642242862057103,39.999999999999915,-0.1200830419580431,9,"nan, nan, 104, 129",1,16,72,19,0,0
186,3.6952380952380954,2,0.9472527472527474,7.105427357601002e-15,-0.22612359550562572,13,"nan, nan, 72, 367",1,40,56,15,0,0
187,4.0,1,1.0,4.263256414560601e-14,,17,"nan, nan, 0, 680",1,64,64,17,0,0
188,4.0,1,1.0,0.0,,20,"nan, nan, 0, 1140",1,76,76,20,0,0
189,2.5454545454545454,2,0.9636363636363637,11.999999999999957,0.1808510638297883,9,"nan, nan, 24, 88",1,12,44,12,0,0
190,2.128654970760234,2,0.9724802201582389,31.99999999999995,-0.023750000000000576,11,"nan, nan, 80, 249",1,32,72,19,0,0
191,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
192,1.6374269005847952,2,0.942289770772743,28.000000000000014,-0.18457373748149777,8,"nan, nan, 125, 132",1,20,72,19,0,0
193,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
194,2.1983193277310926,2,0.8772939491200751,0.0,-0.16014341283325276,18,"nan, nan, 1388, 1674",1,28,136,35,0,0
195,2.5641025641025643,2,0.8815850815850816,4.263256414560601e-14,-0.38387484957881984,8,"nan, nan, 96, 96",1,16,48,13,0,0
196,1.5204678362573099,2,0.9369698756695661,42.549685737327124,-0.15530677358330755,8,"nan, nan, 115, 112",1,20,72,19,0,0
197,1.169590643274854,2,0.958376332989336,51.999999999999915,-0.22207384957013576,6,"nan, nan, 121, 60",1,16,72,19,0,0
198,1.5999999999999999,2,0.9538461538461538,32.00000000000003,-0.20107238605898087,7,"nan, nan, 63, 59",1,12,56,15,0,0
199,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
200,1.4901960784313726,2,0.9146082675494439,24.000000000000156,-0.2627871362940273,7,"nan, nan, 132, 84",1,16,68,18,0,0
201,3.0303030303030307,2,0.903030303030303,7.105427357601002e-15,-0.29870129870129414,8,"nan, nan, 64, 108",1,28,44,12,0,0
202,2.2424242424242427,2,0.913997113997114,14.549685737327017,-0.15040808394869842,7,"nan, nan, 38, 56",1,20,44,12,0,0
203,0.8484848484848485,2,0.8975643532095146,63.76047135836876,-0.2246702571178471,8,"nan, nan, 538, 170",1,16,128,33,0,0
204,1.5438596491228072,2,0.9167624944714727,40.00000000000005,-0.14941672871680306,8,"nan, nan, 123, 117",1,16,72,19,0,0
205,1.5797101449275364,2,0.9399239548696071,32.00000000000024,-0.13474207350111217,10,"nan, nan, 226, 262",1,28,92,24,0,0
206,2.5454545454545454,2,0.9272727272727272,0.0,-0.18644067796610064,8,"nan, nan, 48, 76",1,20,44,12,0,0
207,1.9333333333333333,2,0.9130952380952381,19.999999999999964,-0.1293060409385927,8,"nan, nan, 98, 107",1,20,60,16,0,0
208,0.8556149732620321,2,0.9057332781597488,93.72037830461292,-0.17463583298275134,8,"nan, nan, 505, 197",1,16,132,34,0,0
209,1.233201581027668,2,0.9409749670619235,55.99999999999992,-0.16065417844592916,9,"nan, nan, 181, 140",1,16,88,23,0,0
210,1.6470588235294117,2,0.9385439360929557,28.000000000000043,-0.19487640449438223,8,"nan, nan, 110, 111",1,20,68,18,0,0
211,2.1818181818181817,2,0.9545454545454546,20.000000000000032,-0.14782608695652188,7,"nan, nan, 30, 55",1,20,44,12,0,0
212,0.5178463399879008,2,0.898789071731684,111.927495375987,-0.23032865372767783,8,"nan, nan, 1953, 345",1,12,228,58,0,0
213,4.0,1,1.0,2.842170943040401e-14,,15,"nan, nan, 0, 455",1,56,56,15,0,0
214,1.1428571428571428,2,0.9642857142857143,60.00000000000018,-0.18937500000000024,7,"nan, nan, 165, 95",1,20,84,22,0,0
215,2.227692307692308,2,0.9815384615384615,35.99999999999976,0.36517957351290664,17,"nan, nan, 144, 800",1,36,100,26,0,0
216,4.0,1,1.0,7.105427357601002e-15,,12,"nan, nan, 0, 220",1,44,44,12,0,0
